net,length_um
_13264_,9.12
datamem.data_ram\[23\]\[7\],9.12
datamem.data_ram\[33\]\[1\],9.12
datamem.data_ram\[40\]\[17\],9.12
datamem.data_ram\[40\]\[25\],9.12
datamem.data_ram\[48\]\[6\],9.12
datamem.data_ram\[49\]\[29\],9.12
rvcpu.dp.rf.reg_file_arr\[21\]\[1\],9.12
net2641,9.12
_03678_,9.085
_04226_,9.085
_06413_,9.08
_07059_,9.08
datamem.data_ram\[1\]\[27\],9.08
datamem.data_ram\[42\]\[23\],9.08
datamem.data_ram\[55\]\[2\],9.08
net3409,9.08
_01432_,9.065
_02673_,9.065
_02904_,9.065
_03496_,9.065
net356,9.06
_07598_,9.06
_09508_,9.06
_11935_,9.06
_14425_,9.06
datamem.data_ram\[20\]\[5\],9.06
datamem.data_ram\[56\]\[6\],9.06
rvcpu.dp.plde.PCPlus4E\[10\],9.06
rvcpu.dp.plem.lAuiPCM\[21\],9.06
rvcpu.dp.plfd.PCPlus4D\[24\],9.06
net1391,9.06
net2082,9.06
net2561,9.06
net3629,9.06
net4002,9.06
net4198,9.06
_06037_,9.045
_06134_,9.04
_11363_,9.04
_12611_,9.04
datamem.data_ram\[2\]\[29\],9.04
datamem.data_ram\[55\]\[28\],9.04
_03463_,9.035
rvcpu.dp.rf.reg_file_arr\[9\]\[9\],9.03
_01528_,9.025
_01944_,9.025
net307,9.02
net186,9.02
_04490_,9.02
_04614_,9.02
_04699_,9.02
_07870_,9.02
_08089_,9.02
_10437_,9.02
_10813_,9.02
_10893_,9.02
_10974_,9.02
_11023_,9.02
_11927_,9.02
_12048_,9.02
_12104_,9.02
_12821_,9.02
_13029_,9.02
datamem.data_ram\[19\]\[2\],9.02
datamem.data_ram\[21\]\[18\],9.02
datamem.data_ram\[30\]\[22\],9.02
datamem.data_ram\[40\]\[21\],9.02
datamem.data_ram\[43\]\[26\],9.02
datamem.data_ram\[44\]\[16\],9.02
datamem.data_ram\[45\]\[28\],9.02
datamem.data_ram\[5\]\[7\],9.02
datamem.data_ram\[62\]\[24\],9.02
net1804,9.02
net2270,9.02
net3681,9.02
net4254,9.02
net4285,9.02
_01205_,9.005
_01232_,9.005
_02552_,9.005
net1155,9.005
datamem.data_ram\[14\]\[5\],9
datamem.data_ram\[34\]\[30\],9
_01235_,8.985
_03269_,8.985
_03502_,8.985
_03507_,8.985
_03543_,8.985
net903,8.98
net967,8.98
net422,8.98
_04700_,8.98
_05465_,8.98
_05583_,8.98
_06889_,8.98
_06890_,8.98
_06913_,8.98
_07280_,8.98
_07568_,8.98
_08500_,8.98
_10479_,8.98
_10682_,8.98
_10684_,8.98
_11188_,8.98
_11307_,8.98
_11708_,8.98
_13149_,8.98
datamem.data_ram\[14\]\[15\],8.98
datamem.data_ram\[32\]\[13\],8.98
rvcpu.dp.plde.PCE\[27\],8.98
net1618,8.98
net2177,8.98
net2223,8.98
net3730,8.98
_06980_,8.96
_08888_,8.96
_09761_,8.96
_11092_,8.96
_12628_,8.96
net3338,8.96
net4381,8.96
_01421_,8.945
_01598_,8.945
_02674_,8.945
net980,8.94
_05447_,8.94
_07139_,8.94
_07334_,8.94
_07427_,8.94
_08107_,8.94
_08453_,8.94
_11832_,8.94
_12300_,8.94
_12559_,8.94
_14353_,8.94
datamem.data_ram\[23\]\[0\],8.94
datamem.data_ram\[40\]\[11\],8.94
datamem.data_ram\[58\]\[24\],8.94
rvcpu.dp.plem.PCPlus4M\[15\],8.94
net2065,8.94
net2809,8.94
net3679,8.94
net4324,8.94
datamem.data_ram\[44\]\[23\],8.935
_01632_,8.925
_02190_,8.925
_05811_,8.92
datamem.data_ram\[21\]\[7\],8.92
datamem.data_ram\[59\]\[8\],8.92
net3811,8.92
net4322,8.92
_05396_,8.91
_01700_,8.905
datamem.rd_data_mem\[13\],8.905
net248,8.9
net363,8.9
_04459_,8.9
_04536_,8.9
_04744_,8.9
_05169_,8.9
_05299_,8.9
_05457_,8.9
_05824_,8.9
_08110_,8.9
_09307_,8.9
_09912_,8.9
_10123_,8.9
_10497_,8.9
_10652_,8.9
_12165_,8.9
_13482_,8.9
_13714_,8.9
_14282_,8.9
_14318_,8.9
_14406_,8.9
_14414_,8.9
datamem.data_ram\[2\]\[25\],8.9
datamem.data_ram\[34\]\[6\],8.9
datamem.data_ram\[36\]\[22\],8.9
datamem.data_ram\[48\]\[4\],8.9
datamem.data_ram\[4\]\[2\],8.9
datamem.data_ram\[59\]\[1\],8.9
datamem.data_ram\[63\]\[19\],8.9
net2152,8.9
net2196,8.9
net2681,8.9
datamem.data_ram\[6\]\[14\],8.89
_01599_,8.88
_07405_,8.88
_10188_,8.88
_10851_,8.88
_11125_,8.88
_13762_,8.88
_14242_,8.88
_01740_,8.865
_03339_,8.865
_03969_,8.865
_04516_,8.86
_04735_,8.86
_04802_,8.86
_05149_,8.86
_06855_,8.86
_07353_,8.86
_07434_,8.86
_07580_,8.86
_07888_,8.86
_08143_,8.86
_08374_,8.86
_08424_,8.86
_09157_,8.86
_10637_,8.86
_10710_,8.86
_12811_,8.86
_12957_,8.86
_14510_,8.86
net2180,8.86
net2449,8.86
net246,8.84
net470,8.84
_01302_,8.84
_02203_,8.84
_05509_,8.84
_12847_,8.84
datamem.data_ram\[14\]\[13\],8.84
datamem.data_ram\[32\]\[10\],8.84
_01217_,8.825
_01627_,8.825
_02989_,8.825
_04305_,8.825
net1024,8.82
net704,8.82
_04931_,8.82
_07398_,8.82
_10330_,8.82
_12067_,8.82
_13334_,8.82
datamem.data_ram\[25\]\[26\],8.82
datamem.data_ram\[39\]\[8\],8.82
datamem.data_ram\[44\]\[26\],8.82
datamem.data_ram\[47\]\[21\],8.82
datamem.data_ram\[49\]\[11\],8.82
datamem.data_ram\[61\]\[25\],8.82
datamem.data_ram\[8\]\[8\],8.82
net1840,8.82
net3265,8.82
net3979,8.82
_07953_,8.815
_03130_,8.805
_04010_,8.805
_05656_,8.8
_08097_,8.8
datamem.data_ram\[12\]\[26\],8.8
datamem.data_ram\[29\]\[1\],8.8
datamem.data_ram\[38\]\[2\],8.8
datamem.rd_data_mem\[31\],8.8
net3566,8.8
datamem.data_ram\[13\]\[2\],8.785
_11730_,8.78
datamem.data_ram\[0\]\[27\],8.78
datamem.data_ram\[19\]\[28\],8.78
datamem.data_ram\[24\]\[15\],8.78
datamem.data_ram\[28\]\[11\],8.78
datamem.data_ram\[28\]\[13\],8.78
datamem.data_ram\[28\]\[2\],8.78
datamem.data_ram\[36\]\[17\],8.78
datamem.data_ram\[41\]\[6\],8.78
datamem.data_ram\[45\]\[22\],8.78
datamem.data_ram\[47\]\[11\],8.78
datamem.data_ram\[54\]\[9\],8.78
datamem.data_ram\[6\]\[19\],8.78
rvcpu.dp.plde.PCE\[12\],8.78
_01200_,8.765
_01674_,8.765
_01849_,8.765
_02751_,8.765
_02802_,8.765
_04068_,8.765
_04216_,8.765
_01516_,8.76
_03005_,8.76
datamem.data_ram\[24\]\[5\],8.76
datamem.data_ram\[37\]\[13\],8.76
datamem.data_ram\[49\]\[4\],8.76
net2000,8.76
net2031,8.76
net2287,8.76
net2704,8.76
_02678_,8.745
_04356_,8.745
net1056,8.74
_04869_,8.74
_11347_,8.74
datamem.data_ram\[24\]\[27\],8.74
net1627,8.74
net1923,8.74
net2271,8.74
net4037,8.74
_03998_,8.725
_04027_,8.725
net3643,8.72
net4185,8.72
_08837_,8.71
net702,8.7
_06091_,8.7
datamem.data_ram\[13\]\[25\],8.7
datamem.data_ram\[13\]\[31\],8.7
datamem.data_ram\[14\]\[8\],8.7
datamem.data_ram\[26\]\[9\],8.7
datamem.data_ram\[30\]\[16\],8.7
datamem.data_ram\[32\]\[2\],8.7
datamem.data_ram\[63\]\[17\],8.7
datamem.data_ram\[6\]\[16\],8.7
datamem.data_ram\[9\]\[22\],8.7
datamem.data_ram\[9\]\[28\],8.7
net1978,8.7
net2118,8.7
net4118,8.7
net4360,8.7
_02756_,8.695
_03736_,8.695
_03075_,8.685
datamem.data_ram\[3\]\[25\],8.68
datamem.data_ram\[56\]\[1\],8.68
net3180,8.68
net3481,8.68
net4377,8.68
_01349_,8.665
_01445_,8.665
_01578_,8.665
_02079_,8.665
datamem.data_ram\[50\]\[4\],8.665
_04563_,8.66
_05796_,8.66
_14564_,8.66
datamem.data_ram\[10\]\[24\],8.66
datamem.data_ram\[11\]\[8\],8.66
datamem.data_ram\[1\]\[11\],8.66
datamem.data_ram\[1\]\[3\],8.66
datamem.data_ram\[24\]\[28\],8.66
datamem.data_ram\[30\]\[13\],8.66
datamem.data_ram\[38\]\[5\],8.66
datamem.data_ram\[42\]\[2\],8.66
datamem.data_ram\[46\]\[20\],8.66
datamem.data_ram\[46\]\[24\],8.66
datamem.data_ram\[46\]\[29\],8.66
datamem.data_ram\[46\]\[4\],8.66
datamem.data_ram\[48\]\[9\],8.66
datamem.data_ram\[52\]\[11\],8.66
datamem.data_ram\[62\]\[26\],8.66
rvcpu.dp.rf.reg_file_arr\[15\]\[6\],8.66
rvcpu.dp.rf.reg_file_arr\[21\]\[18\],8.66
rvcpu.dp.rf.reg_file_arr\[8\]\[8\],8.66
_06275_,8.65
_03985_,8.625
_07743_,8.62
_08330_,8.62
_14055_,8.62
datamem.data_ram\[7\]\[1\],8.62
net1822,8.62
_03048_,8.615
_03260_,8.615
net299,8.6
net407,8.6
net634,8.6
_04550_,8.6
_04709_,8.6
_04746_,8.6
_06424_,8.6
_07048_,8.6
_07078_,8.6
_08352_,8.6
_09653_,8.6
_11703_,8.6
_11772_,8.6
_12902_,8.6
_13857_,8.6
_14580_,8.6
datamem.data_ram\[11\]\[0\],8.6
datamem.data_ram\[39\]\[23\],8.6
datamem.data_ram\[7\]\[30\],8.6
rvcpu.dp.plem.lAuiPCM\[26\],8.6
net1560,8.6
net2096,8.6
net2578,8.6
net2651,8.6
net2917,8.6
net3742,8.6
_05344_,8.585
_04145_,8.58
_05341_,8.58
_06320_,8.58
_11348_,8.58
_12679_,8.58
_14569_,8.58
datamem.data_ram\[10\]\[12\],8.58
datamem.data_ram\[10\]\[17\],8.58
datamem.data_ram\[27\]\[25\],8.58
datamem.data_ram\[44\]\[2\],8.58
datamem.data_ram\[51\]\[29\],8.58
datamem.data_ram\[5\]\[13\],8.58
net1357,8.58
rvcpu.dp.rf.reg_file_arr\[6\]\[2\],8.57
_01183_,8.565
_03082_,8.565
net1099,8.56
_04956_,8.56
_05575_,8.56
_06526_,8.56
_07130_,8.56
_07305_,8.56
_07432_,8.56
_07449_,8.56
_08032_,8.56
_08646_,8.56
_09651_,8.56
_10184_,8.56
_10761_,8.56
_10993_,8.56
_11824_,8.56
_11950_,8.56
_11971_,8.56
_12866_,8.56
_13799_,8.56
datamem.data_ram\[10\]\[18\],8.56
datamem.data_ram\[31\]\[11\],8.56
datamem.data_ram\[41\]\[8\],8.56
datamem.data_ram\[55\]\[12\],8.56
datamem.data_ram\[63\]\[31\],8.56
rvcpu.dp.plde.PCPlus4E\[15\],8.56
net1839,8.56
net3312,8.56
net3446,8.56
net3493,8.56
_01923_,8.545
_02242_,8.545
rvcpu.dp.rf.reg_file_arr\[14\]\[9\],8.545
_13592_,8.54
datamem.data_ram\[30\]\[14\],8.54
datamem.data_ram\[49\]\[23\],8.54
_04105_,8.535
datamem.data_ram\[45\]\[19\],8.535
_01128_,8.525
_01296_,8.525
_01480_,8.525
_04301_,8.525
net258,8.52
net564,8.52
_04591_,8.52
_05215_,8.52
_06182_,8.52
_07523_,8.52
_07619_,8.52
_07639_,8.52
_08174_,8.52
_08234_,8.52
_11070_,8.52
_11487_,8.52
_11780_,8.52
_12620_,8.52
_13158_,8.52
rvcpu.dp.plde.RD2E\[16\],8.52
rvcpu.dp.plde.RD2E\[20\],8.52
rvcpu.dp.rf.reg_file_arr\[18\]\[13\],8.52
net2623,8.52
net3484,8.52
net3930,8.52
net3973,8.52
net4347,8.52
net1051,8.5
_05246_,8.5
_05514_,8.5
_07925_,8.5
_08259_,8.5
_10379_,8.5
_14224_,8.5
datamem.data_ram\[59\]\[2\],8.5
_01233_,8.485
_02267_,8.485
_03189_,8.485
_03388_,8.485
_03851_,8.485
_04398_,8.485
net446,8.48
_04897_,8.48
_05569_,8.48
_06221_,8.48
_09718_,8.48
_10151_,8.48
_11453_,8.48
_11466_,8.48
_11657_,8.48
_12049_,8.48
_12540_,8.48
_13089_,8.48
_14057_,8.48
_14215_,8.48
_14462_,8.48
datamem.data_ram\[11\]\[15\],8.48
datamem.data_ram\[29\]\[6\],8.48
datamem.data_ram\[41\]\[14\],8.48
net1792,8.48
net2304,8.48
net3940,8.48
_01959_,8.465
_10597_,8.46
datamem.data_ram\[12\]\[20\],8.46
datamem.data_ram\[55\]\[3\],8.46
net1930,8.46
net2363,8.46
_07092_,8.44
_07129_,8.44
_08868_,8.44
_09835_,8.44
_10358_,8.44
_10664_,8.44
_10749_,8.44
_10977_,8.44
_11005_,8.44
_11337_,8.44
_12807_,8.44
_12819_,8.44
_13162_,8.44
_14456_,8.44
_14528_,8.44
_14578_,8.44
datamem.data_ram\[14\]\[25\],8.44
datamem.data_ram\[18\]\[3\],8.44
datamem.data_ram\[29\]\[3\],8.44
datamem.data_ram\[32\]\[31\],8.44
datamem.data_ram\[46\]\[21\],8.44
datamem.data_ram\[49\]\[10\],8.44
datamem.data_ram\[9\]\[26\],8.44
net1287,8.44
net1679,8.44
net1858,8.44
net2069,8.44
net2179,8.44
net4129,8.44
net4200,8.44
_01643_,8.42
_08386_,8.42
_11631_,8.42
_12257_,8.42
_14381_,8.42
datamem.data_ram\[54\]\[15\],8.42
_02990_,8.405
_03120_,8.405
_04375_,8.405
_04515_,8.4
_04770_,8.4
_04808_,8.4
_05086_,8.4
_06072_,8.4
_06735_,8.4
_07340_,8.4
_07397_,8.4
_07569_,8.4
_07674_,8.4
_07697_,8.4
_08161_,8.4
_08185_,8.4
_08248_,8.4
_08303_,8.4
_08650_,8.4
_08983_,8.4
_09204_,8.4
_09432_,8.4
_10554_,8.4
_10800_,8.4
_11128_,8.4
_11531_,8.4
_11721_,8.4
_12429_,8.4
_12646_,8.4
_12892_,8.4
_13211_,8.4
_13755_,8.4
_13866_,8.4
_14188_,8.4
rvcpu.dp.plmw.lAuiPCW\[16\],8.4
net2456,8.4
_03421_,8.395
datamem.data_ram\[26\]\[23\],8.39
_02619_,8.38
_03792_,8.38
_09167_,8.38
_09626_,8.38
_12035_,8.38
net1801,8.38
_01593_,8.365
_03360_,8.365
_04627_,8.36
_05426_,8.36
_06637_,8.36
_07144_,8.36
_09052_,8.36
_14018_,8.36
_14119_,8.36
_14567_,8.36
datamem.data_ram\[21\]\[13\],8.36
datamem.data_ram\[22\]\[3\],8.36
datamem.data_ram\[27\]\[10\],8.36
net1330,8.36
net3259,8.36
net3959,8.36
net1298,8.355
_05024_,8.34
_10846_,8.34
_12306_,8.34
_14241_,8.34
net2800,8.34
net3392,8.34
net3836,8.34
net4105,8.34
net4204,8.34
_01794_,8.325
_07197_,8.32
datamem.data_ram\[0\]\[19\],8.32
datamem.data_ram\[11\]\[12\],8.32
datamem.data_ram\[11\]\[29\],8.32
datamem.data_ram\[36\]\[20\],8.32
datamem.data_ram\[49\]\[12\],8.32
datamem.data_ram\[53\]\[25\],8.32
datamem.data_ram\[60\]\[3\],8.32
datamem.data_ram\[62\]\[29\],8.32
datamem.data_ram\[7\]\[27\],8.32
datamem.data_ram\[9\]\[9\],8.32
net4289,8.32
net4357,8.32
_01078_,8.3
_08691_,8.3
datamem.data_ram\[48\]\[3\],8.3
net2105,8.3
net3976,8.3
net4018,8.3
net866,8.28
_04787_,8.28
_06971_,8.28
_08136_,8.28
_12110_,8.28
_13828_,8.28
_14307_,8.28
net2097,8.28
net2896,8.28
net3809,8.28
net4180,8.28
net4186,8.28
net4302,8.28
_04129_,8.275
_03313_,8.265
_03500_,8.265
_09543_,8.26
_07698_,8.25
_05485_,8.24
_06457_,8.24
_07049_,8.24
_12154_,8.24
datamem.data_ram\[16\]\[28\],8.24
datamem.data_ram\[27\]\[19\],8.24
datamem.data_ram\[29\]\[19\],8.24
datamem.data_ram\[47\]\[29\],8.24
datamem.data_ram\[58\]\[28\],8.24
datamem.data_ram\[59\]\[21\],8.24
datamem.data_ram\[62\]\[28\],8.24
datamem.data_ram\[6\]\[5\],8.24
net2161,8.24
net2564,8.24
net2799,8.24
net3738,8.24
_02251_,8.235
_09818_,8.23
_01157_,8.225
_01426_,8.225
_10310_,8.22
datamem.data_ram\[24\]\[26\],8.22
rvcpu.dp.plde.RD2E\[29\],8.22
net3154,8.22
net3257,8.22
net3794,8.22
_05399_,8.205
_05345_,8.2
_06767_,8.2
datamem.data_ram\[18\]\[28\],8.2
datamem.data_ram\[18\]\[31\],8.2
datamem.data_ram\[19\]\[13\],8.2
datamem.data_ram\[20\]\[0\],8.2
datamem.data_ram\[3\]\[10\],8.2
datamem.data_ram\[56\]\[2\],8.2
datamem.data_ram\[60\]\[1\],8.2
rvcpu.dp.plfd.PCPlus4D\[26\],8.2
net1867,8.2
net2708,8.2
_03332_,8.195
_09980_,8.18
_14530_,8.18
_01231_,8.165
_01440_,8.165
_04337_,8.165
net206,8.16
net301,8.16
_05991_,8.16
_07585_,8.16
_08421_,8.16
_13727_,8.16
rvcpu.dp.plde.PCPlus4E\[11\],8.16
rvcpu.dp.plde.PCPlus4E\[26\],8.16
net1616,8.16
rvcpu.dp.lAuiPCE\[26\],8.145
net978,8.14
_04569_,8.14
_04635_,8.14
_05295_,8.14
_06307_,8.14
_06529_,8.14
_07004_,8.14
_07181_,8.14
_08307_,8.14
_08704_,8.14
_09599_,8.14
_10592_,8.14
_11017_,8.14
_14277_,8.14
datamem.data_ram\[11\]\[30\],8.14
datamem.data_ram\[2\]\[14\],8.14
datamem.data_ram\[40\]\[22\],8.14
rvcpu.dp.plem.PCPlus4M\[18\],8.14
net1337,8.14
net1592,8.14
net1600,8.14
net2957,8.14
net3087,8.14
_03478_,8.125
_04969_,8.12
_13306_,8.12
datamem.data_ram\[18\]\[19\],8.12
datamem.data_ram\[20\]\[26\],8.12
net2830,8.12
datamem.rd_data_mem\[3\],8.105
net809,8.1
net823,8.1
net873,8.1
net994,8.1
net421,8.1
net550,8.1
net626,8.1
_04530_,8.1
_04830_,8.1
_04854_,8.1
_04947_,8.1
_05035_,8.1
_05361_,8.1
_06870_,8.1
_06905_,8.1
_07027_,8.1
_07302_,8.1
_09103_,8.1
_09257_,8.1
_10183_,8.1
_10524_,8.1
_10786_,8.1
_10943_,8.1
_11046_,8.1
_11973_,8.1
_12056_,8.1
_12505_,8.1
_12794_,8.1
_12925_,8.1
_13099_,8.1
_13740_,8.1
datamem.data_ram\[10\]\[21\],8.1
datamem.data_ram\[16\]\[21\],8.1
datamem.data_ram\[18\]\[23\],8.1
datamem.data_ram\[38\]\[19\],8.1
datamem.data_ram\[39\]\[11\],8.1
datamem.data_ram\[40\]\[26\],8.1
datamem.data_ram\[44\]\[15\],8.1
datamem.data_ram\[46\]\[16\],8.1
datamem.data_ram\[7\]\[18\],8.1
net2253,8.1
net2317,8.1
net2380,8.1
net3116,8.1
net3339,8.1
net3524,8.1
net3821,8.1
datamem.data_ram\[20\]\[7\],8.095
_01335_,8.085
_01690_,8.085
_01665_,8.08
rvcpu.dp.plem.lAuiPCM\[4\],8.08
net3499,8.08
_01081_,8.065
_01617_,8.065
_01782_,8.065
_01895_,8.065
_01915_,8.065
_01916_,8.065
_03123_,8.065
_03238_,8.065
_03341_,8.065
_03793_,8.065
_03853_,8.065
net197,8.06
net583,8.06
_04574_,8.06
_04605_,8.06
_04610_,8.06
_04696_,8.06
_04894_,8.06
_05106_,8.06
_05646_,8.06
_07336_,8.06
_07464_,8.06
_07663_,8.06
_07754_,8.06
_08170_,8.06
_08433_,8.06
_09088_,8.06
_10835_,8.06
_10967_,8.06
_11617_,8.06
_11744_,8.06
_11796_,8.06
_11804_,8.06
_11944_,8.06
_12236_,8.06
_12518_,8.06
_12524_,8.06
_13039_,8.06
_13078_,8.06
_13161_,8.06
_14231_,8.06
_14382_,8.06
_14517_,8.06
net1334,8.06
net1870,8.06
net2473,8.06
net3208,8.06
net3357,8.06
_06367_,8.05
_04663_,8.04
_04761_,8.04
_08029_,8.04
_08115_,8.04
_11465_,8.04
_12683_,8.04
datamem.data_ram\[34\]\[21\],8.04
datamem.data_ram\[4\]\[6\],8.04
datamem.data_ram\[53\]\[18\],8.04
datamem.data_ram\[53\]\[19\],8.04
datamem.data_ram\[63\]\[11\],8.04
rvcpu.dp.plem.WriteDataM\[15\],8.04
_01429_,8.025
_01446_,8.025
_01573_,8.025
_01589_,8.025
_02134_,8.025
_03335_,8.025
_03373_,8.025
net862,8.02
_07979_,8.02
_10101_,8.02
_10144_,8.02
_10173_,8.02
_10529_,8.02
_10877_,8.02
_11024_,8.02
_12073_,8.02
_12397_,8.02
_12491_,8.02
_13775_,8.02
_14059_,8.02
_14249_,8.02
datamem.data_ram\[37\]\[19\],8.02
rvcpu.dp.plfd.PCD\[7\],8.02
net1358,8.02
net1916,8.02
net2361,8.02
net3304,8.02
net3305,8.02
net3534,8.02
net3615,8.02
net3783,8.02
net4396,8.02
_02810_,8.015
_01900_,8.005
_02126_,8.005
_02907_,8.005
_06368_,8
_06447_,8
datamem.data_ram\[12\]\[24\],8
datamem.data_ram\[20\]\[12\],8
datamem.data_ram\[50\]\[18\],8
net1958,8
_01216_,7.985
_01772_,7.985
_01867_,7.985
_03772_,7.985
net416,7.98
net501,7.98
net509,7.98
net778,7.98
_04460_,7.98
_04475_,7.98
_04581_,7.98
_04628_,7.98
_05312_,7.98
_05511_,7.98
_07327_,7.98
_07444_,7.98
_07875_,7.98
_08257_,7.98
_10618_,7.98
_11334_,7.98
_11502_,7.98
_11754_,7.98
_12044_,7.98
_12263_,7.98
_12471_,7.98
_12500_,7.98
_12516_,7.98
_12846_,7.98
_12955_,7.98
_14111_,7.98
_14159_,7.98
datamem.data_ram\[14\]\[29\],7.98
datamem.data_ram\[31\]\[3\],7.98
datamem.data_ram\[33\]\[6\],7.98
datamem.data_ram\[36\]\[21\],7.98
datamem.data_ram\[44\]\[25\],7.98
datamem.data_ram\[51\]\[9\],7.98
datamem.data_ram\[59\]\[9\],7.98
datamem.data_ram\[63\]\[22\],7.98
rvcpu.dp.plmw.ReadDataW\[12\],7.98
net2168,7.98
net2235,7.98
net2811,7.98
net3125,7.98
_01813_,7.975
_01067_,7.96
_02636_,7.96
_07537_,7.96
_09323_,7.96
_10218_,7.96
_10352_,7.96
_12697_,7.96
_13064_,7.96
_13258_,7.96
datamem.data_ram\[59\]\[7\],7.955
_01039_,7.945
_01224_,7.945
_01511_,7.945
_02286_,7.945
_02640_,7.945
_03580_,7.945
_03996_,7.945
_04195_,7.945
_01351_,7.94
_04428_,7.94
_04962_,7.94
_05061_,7.94
_05639_,7.94
_06226_,7.94
_06299_,7.94
_06397_,7.94
_06825_,7.94
_06981_,7.94
_07905_,7.94
_07913_,7.94
_08294_,7.94
_08377_,7.94
_08476_,7.94
_08584_,7.94
_09373_,7.94
_09499_,7.94
_09774_,7.94
_10232_,7.94
_10286_,7.94
_10572_,7.94
_10863_,7.94
_11303_,7.94
_12468_,7.94
_12550_,7.94
_12908_,7.94
_12918_,7.94
_13062_,7.94
_13619_,7.94
_14222_,7.94
net4011,7.94
_03382_,7.935
_02787_,7.925
_03554_,7.925
_01080_,7.92
_01626_,7.92
_05955_,7.92
datamem.data_ram\[15\]\[30\],7.92
datamem.data_ram\[3\]\[4\],7.92
net2306,7.92
net3224,7.92
net4067,7.92
_13995_,7.91
_03206_,7.905
_04708_,7.9
_05852_,7.9
_07289_,7.9
_09067_,7.9
_12337_,7.9
_13090_,7.9
_14342_,7.9
datamem.data_ram\[25\]\[25\],7.9
datamem.data_ram\[33\]\[12\],7.9
datamem.data_ram\[37\]\[12\],7.9
datamem.data_ram\[41\]\[13\],7.9
datamem.data_ram\[49\]\[20\],7.9
datamem.data_ram\[4\]\[31\],7.9
net1593,7.9
net2907,7.9
net3394,7.9
net3418,7.9
net4024,7.9
_03190_,7.88
_05297_,7.88
_09283_,7.88
_10797_,7.88
_10953_,7.88
datamem.data_ram\[27\]\[13\],7.88
net2776,7.88
net3477,7.88
net3678,7.88
net4241,7.88
net4298,7.88
_06360_,7.86
_08746_,7.86
_09407_,7.86
_09802_,7.86
datamem.data_ram\[12\]\[1\],7.86
datamem.data_ram\[13\]\[29\],7.86
datamem.data_ram\[24\]\[0\],7.86
datamem.data_ram\[27\]\[29\],7.86
datamem.data_ram\[35\]\[21\],7.86
datamem.data_ram\[41\]\[21\],7.86
datamem.data_ram\[43\]\[17\],7.86
datamem.data_ram\[51\]\[13\],7.86
datamem.data_ram\[59\]\[14\],7.86
datamem.data_ram\[8\]\[15\],7.86
net2017,7.86
_02228_,7.855
_03342_,7.855
_13896_,7.85
_01247_,7.845
_02396_,7.845
_02516_,7.845
_03508_,7.845
_04084_,7.845
_04144_,7.845
net674,7.84
_04527_,7.84
datamem.data_ram\[3\]\[31\],7.84
rvcpu.dp.plmw.PCPlus4W\[28\],7.84
net2498,7.84
net3712,7.84
net4003,7.84
_05110_,7.82
_05609_,7.82
_08109_,7.82
rvcpu.dp.plmw.PCPlus4W\[19\],7.82
net2183,7.82
net3250,7.82
net3293,7.82
net4144,7.82
net4252,7.82
net4346,7.82
_01332_,7.815
_01543_,7.815
_03704_,7.815
_08076_,7.815
_01252_,7.805
_01308_,7.805
_01390_,7.805
_01416_,7.805
_01469_,7.805
_01520_,7.805
_01995_,7.805
_02606_,7.805
_03194_,7.805
_04378_,7.805
_11692_,7.8
net649,7.78
_02651_,7.78
_05251_,7.78
_13781_,7.78
_14020_,7.78
datamem.data_ram\[2\]\[12\],7.78
net1605,7.78
_01747_,7.765
_01985_,7.765
_02599_,7.765
_03073_,7.765
_03440_,7.765
_04002_,7.76
_06168_,7.76
_09254_,7.76
datamem.data_ram\[11\]\[21\],7.76
datamem.data_ram\[32\]\[30\],7.76
datamem.data_ram\[5\]\[3\],7.76
net3065,7.76
net3075,7.76
_01814_,7.745
_02195_,7.745
_02369_,7.745
_02543_,7.745
_03210_,7.745
_03489_,7.745
_11202_,7.745
datamem.data_ram\[0\]\[3\],7.745
_05393_,7.74
_05890_,7.74
_06427_,7.74
_07469_,7.74
_08456_,7.74
_09606_,7.74
datamem.data_ram\[22\]\[29\],7.74
datamem.data_ram\[25\]\[29\],7.74
datamem.data_ram\[60\]\[0\],7.74
datamem.data_ram\[60\]\[26\],7.74
datamem.data_ram\[6\]\[21\],7.74
_03050_,7.725
_08474_,7.72
_06456_,7.71
_01792_,7.705
net1248,7.705
net1037,7.7
net253,7.7
_03298_,7.7
_07069_,7.7
_07450_,7.7
_09014_,7.7
_10534_,7.7
rvcpu.dp.plfd.InstrD\[20\],7.7
rvcpu.dp.plmw.lAuiPCW\[27\],7.7
net1307,7.7
net2513,7.7
_01414_,7.695
_02638_,7.695
_02735_,7.695
net1122,7.68
net252,7.68
net163,7.68
_01833_,7.68
_04703_,7.68
_06899_,7.68
_07324_,7.68
_07439_,7.68
_07752_,7.68
_09998_,7.68
_10065_,7.68
_10510_,7.68
_10743_,7.68
_10880_,7.68
_11688_,7.68
_12047_,7.68
_14519_,7.68
datamem.data_ram\[16\]\[27\],7.68
rvcpu.dp.plde.RD1E\[29\],7.68
rvcpu.dp.plde.RD2E\[30\],7.68
rvcpu.dp.plem.PCPlus4M\[11\],7.68
rvcpu.dp.plem.PCPlus4M\[5\],7.68
rvcpu.dp.plem.WriteDataM\[21\],7.68
rvcpu.dp.plem.lAuiPCM\[9\],7.68
net1346,7.68
net1516,7.68
net1636,7.68
net1829,7.68
net3315,7.68
