net,length_um
_11368_,4.22
_13013_,4.22
datamem.data_ram\[25\]\[8\],4.22
datamem.data_ram\[29\]\[22\],4.22
datamem.data_ram\[47\]\[17\],4.22
datamem.data_ram\[54\]\[20\],4.22
datamem.data_ram\[6\]\[3\],4.22
datamem.data_ram\[7\]\[14\],4.22
rvcpu.dp.plmw.ALUResultW\[4\],4.22
net1319,4.22
net1880,4.22
net2639,4.22
net3752,4.22
net3807,4.22
net4072,4.22
_03870_,4.215
_04660_,4.2
_05201_,4.2
_05413_,4.2
_08214_,4.2
_08459_,4.2
_12190_,4.2
_13601_,4.2
net1946,4.2
net1994,4.2
net2228,4.2
net2339,4.2
net2433,4.2
net2492,4.2
net2493,4.2
net2547,4.2
net2575,4.2
net2614,4.2
net2960,4.2
net2964,4.2
net3006,4.2
net3042,4.2
net3129,4.2
net3149,4.2
net3183,4.2
net3355,4.2
net3368,4.2
net3381,4.2
net3445,4.2
net3544,4.2
net3785,4.2
net3892,4.2
net3984,4.2
net4199,4.2
net4225,4.2
net4277,4.2
net4297,4.2
net4398,4.2
net4430,4.2
net4432,4.2
_01460_,4.165
_02124_,4.165
_02402_,4.165
_02687_,4.165
_02823_,4.165
_02829_,4.165
_02843_,4.165
_02971_,4.165
_03922_,4.165
_04014_,4.165
datamem.rd_data_mem\[22\],4.165
net1227,4.165
net1228,4.165
_03246_,4.145
_03908_,4.145
_04161_,4.145
_07156_,4.14
_07582_,4.14
_07623_,4.14
_07938_,4.14
_08080_,4.14
_08790_,4.14
_09238_,4.14
_09258_,4.14
_09833_,4.14
_11172_,4.14
_11741_,4.14
_13388_,4.14
_13686_,4.14
_13795_,4.14
rvcpu.dp.plem.WriteDataM\[24\],4.14
net1496,4.14
net1519,4.14
net1782,4.14
net1812,4.14
net2148,4.14
net2189,4.14
net2485,4.14
net2541,4.14
net2601,4.14
net2644,4.14
net2794,4.14
net3211,4.14
net3592,4.14
net3686,4.14
net3921,4.14
net3955,4.14
net4071,4.14
net4115,4.14
net4207,4.14
net4259,4.14
net4372,4.14
net4416,4.14
_04310_,4.135
_06121_,4.13
_01431_,4.125
_01491_,4.125
_01919_,4.125
_01990_,4.125
_02202_,4.125
_03229_,4.125
_03799_,4.125
_04121_,4.125
net1272,4.125
_01118_,4.12
_02037_,4.12
_02077_,4.12
_02292_,4.12
_03673_,4.12
_08669_,4.12
_13345_,4.12
net2549,4.12
net3047,4.12
net3151,4.12
net3369,4.12
net3432,4.12
net3744,4.12
net3808,4.12
net3883,4.12
_04396_,4.115
net200,4.1
_07589_,4.1
_08454_,4.1
_08594_,4.1
_13518_,4.1
datamem.data_ram\[48\]\[0\],4.1
datamem.data_ram\[48\]\[2\],4.1
net1857,4.1
net3573,4.1
net3860,4.1
_04128_,4.085
_07773_,4.08
_08038_,4.08
_08658_,4.08
_09950_,4.08
_13651_,4.07
_02424_,4.065
_02520_,4.065
_03094_,4.065
_04397_,4.065
_09150_,4.06
_01502_,4.045
_01639_,4.045
_02116_,4.045
_02370_,4.045
_03816_,4.045
net1215,4.045
net2012,4.04
_13987_,4.035
net599,4.02
_03058_,4.02
_05372_,4.02
_06268_,4.02
_06308_,4.02
_06401_,4.02
_06569_,4.02
_06577_,4.02
_07180_,4.02
_07195_,4.02
_07241_,4.02
_07610_,4.02
_07677_,4.02
_08258_,4.02
_11120_,4.02
_11389_,4.02
_11922_,4.02
_13856_,4.02
rvcpu.dp.plde.PCPlus4E\[22\],4.02
rvcpu.dp.plfd.PCD\[2\],4.02
net1299,4.02
net817,4
net830,4
net940,4
net1085,4
net1149,4
net204,4
net243,4
net244,4
net281,4
net318,4
net321,4
net414,4
net450,4
net515,4
net605,4
net630,4
net657,4
net658,4
net690,4
net698,4
net709,4
net150,4
net155,4
_04872_,4
_04920_,4
_05052_,4
_05183_,4
_05186_,4
_05285_,4
_05337_,4
_05379_,4
_05423_,4
_05439_,4
_05515_,4
_05687_,4
_06132_,4
_06193_,4
_06286_,4
_06831_,4
_06833_,4
_07035_,4
_07147_,4
_07571_,4
_07705_,4
_07788_,4
_07972_,4
_07990_,4
_08014_,4
_08231_,4
_08675_,4
_08893_,4
_08928_,4
_09154_,4
_09324_,4
_09376_,4
_09639_,4
_10014_,4
_10276_,4
_10301_,4
_10345_,4
_10459_,4
_10560_,4
_10567_,4
_10569_,4
_10661_,4
_10694_,4
_10769_,4
_10799_,4
_10831_,4
_10907_,4
_10940_,4
_11065_,4
_11342_,4
_11370_,4
_11471_,4
_11477_,4
_11520_,4
_11806_,4
_11836_,4
_11861_,4
_11867_,4
_11876_,4
_11887_,4
_11958_,4
_11961_,4
_12037_,4
_12062_,4
_12117_,4
_12278_,4
_12312_,4
_12489_,4
_12513_,4
_12515_,4
_12568_,4
_12639_,4
_12709_,4
_12829_,4
_13075_,4
_13144_,4
_13164_,4
_13365_,4
_13502_,4
_13529_,4
_13535_,4
_13873_,4
_14072_,4
datamem.data_ram\[50\]\[23\],4
datamem.data_ram\[54\]\[11\],4
rvcpu.dp.plde.PCPlus4E\[20\],4
rvcpu.dp.plde.RD2E\[17\],4
rvcpu.dp.plem.lAuiPCM\[14\],4
rvcpu.dp.plem.lAuiPCM\[18\],4
rvcpu.dp.plfd.PCD\[4\],4
net1308,4
net1356,4
net1382,4
net1478,4
net1479,4
net1481,4
net1485,4
net1512,4
net1545,4
net1577,4
net1701,4
net1707,4
net1718,4
net1734,4
net1809,4
net1826,4
net2260,4
net2292,4
net2437,4
net2612,4
net2686,4
net2721,4
net2752,4
net2875,4
net2962,4
net2982,4
net3016,4
net3036,4
net3085,4
net3098,4
net3156,4
net3193,4
net3198,4
net3241,4
net3273,4
net3311,4
net3372,4
net3467,4
net3745,4
net3902,4
net4025,4
net4161,4
net4233,4
_07573_,3.99
_05319_,3.98
_05954_,3.98
_06234_,3.98
_06240_,3.98
_06356_,3.98
_07542_,3.98
_09349_,3.98
_09471_,3.98
_10458_,3.98
_12426_,3.98
_01517_,3.975
_01575_,3.975
_03013_,3.975
_03283_,3.975
_13728_,3.975
_01042_,3.965
_01352_,3.965
_01394_,3.965
_01451_,3.965
_01637_,3.965
_01854_,3.965
_01928_,3.965
_01948_,3.965
_02123_,3.965
_02417_,3.965
_03635_,3.965
_04259_,3.965
_04342_,3.965
net1680,3.965
_08871_,3.96
_04106_,3.955
_13933_,3.95
_01037_,3.925
_01114_,3.925
_01160_,3.925
_01167_,3.925
_01214_,3.925
_01383_,3.925
_01386_,3.925
_01456_,3.925
_01466_,3.925
_01678_,3.925
_01693_,3.925
_01716_,3.925
_01775_,3.925
_01818_,3.925
_01845_,3.925
_01977_,3.925
_01982_,3.925
_02049_,3.925
_02062_,3.925
_02074_,3.925
_02135_,3.925
_02187_,3.925
_02193_,3.925
_02255_,3.925
_02293_,3.925
_02300_,3.925
_02301_,3.925
_02303_,3.925
_02561_,3.925
_02709_,3.925
_02717_,3.925
_02757_,3.925
_02854_,3.925
_02859_,3.925
_02887_,3.925
_02894_,3.925
_02896_,3.925
_02926_,3.925
_02928_,3.925
_03233_,3.925
_03486_,3.925
_03585_,3.925
_03649_,3.925
_03689_,3.925
_03724_,3.925
_03954_,3.925
_04031_,3.925
_04297_,3.925
datamem.rd_data_mem\[20\],3.925
net1165,3.925
net1175,3.925
net1212,3.925
net1222,3.925
_02777_,3.9
_03055_,3.9
_03748_,3.9
_03807_,3.9
_04481_,3.9
_04602_,3.9
_04736_,3.9
_04786_,3.9
_04965_,3.9
_05137_,3.9
_05876_,3.9
_06244_,3.9
_07983_,3.9
_08099_,3.9
_08313_,3.9
_10071_,3.9
_10372_,3.9
_10434_,3.9
_10656_,3.9
_10895_,3.9
_12284_,3.9
_12617_,3.9
_12640_,3.9
_13082_,3.9
_13436_,3.9
_13777_,3.9
_14405_,3.9
net1544,3.9
net966,3.88
net427,3.88
net468,3.88
net560,3.88
net130,3.88
_04440_,3.88
_04556_,3.88
_04640_,3.88
_04682_,3.88
_04979_,3.88
_05004_,3.88
_05145_,3.88
_05584_,3.88
_05613_,3.88
_05740_,3.88
_05945_,3.88
_06139_,3.88
_06306_,3.88
_06537_,3.88
_06771_,3.88
_06838_,3.88
_07080_,3.88
_07200_,3.88
_07219_,3.88
_07266_,3.88
_07279_,3.88
_07315_,3.88
_07362_,3.88
_07605_,3.88
_07670_,3.88
_07784_,3.88
_08000_,3.88
_08404_,3.88
_08607_,3.88
_09492_,3.88
_09576_,3.88
_09811_,3.88
_10165_,3.88
_10235_,3.88
_10487_,3.88
_10622_,3.88
_10663_,3.88
_10714_,3.88
_10875_,3.88
_10972_,3.88
_11156_,3.88
_11230_,3.88
_11295_,3.88
_11301_,3.88
_11327_,3.88
_11387_,3.88
_11400_,3.88
_11405_,3.88
_11468_,3.88
_11489_,3.88
_11630_,3.88
_11802_,3.88
_11850_,3.88
_12122_,3.88
_12133_,3.88
_12255_,3.88
_12266_,3.88
_12340_,3.88
_12461_,3.88
_12503_,3.88
_12712_,3.88
_12716_,3.88
_12755_,3.88
_12792_,3.88
_12802_,3.88
_12812_,3.88
_12826_,3.88
_12873_,3.88
_12942_,3.88
_13605_,3.88
_13825_,3.88
_13849_,3.88
_13991_,3.88
_14483_,3.88
_14559_,3.88
datamem.data_ram\[27\]\[24\],3.88
rvcpu.dp.plde.PCPlus4E\[16\],3.88
net1370,3.88
net1411,3.88
net1476,3.88
net1599,3.88
net1913,3.88
net2034,3.88
net2047,3.88
net2303,3.88
net2308,3.88
net2351,3.88
net2398,3.88
net2508,3.88
net2533,3.88
net2797,3.88
net2829,3.88
net3082,3.88
net3497,3.88
net3577,3.88
net3603,3.88
net4230,3.88
_01307_,3.875
_01226_,3.865
_01268_,3.865
_01387_,3.865
_01434_,3.865
_01553_,3.865
_01585_,3.865
_02983_,3.865
_03113_,3.865
_06906_,3.86
_11237_,3.86
net1525,3.86
_04141_,3.855
_06884_,3.84
_02338_,3.825
_02754_,3.825
_08117_,3.82
_06339_,3.815
_01841_,3.805
_02026_,3.805
_02064_,3.805
_02104_,3.805
_02507_,3.805
_02662_,3.805
_03470_,3.805
_04097_,3.805
_04240_,3.805
_04357_,3.805
rvcpu.dp.lAuiPCE\[3\],3.805
_01218_,3.8
_01938_,3.8
_02082_,3.8
_03645_,3.8
_13556_,3.79
_02547_,3.785
_02646_,3.785
_03568_,3.785
_03906_,3.785
_01130_,3.78
_01397_,3.78
_01448_,3.78
_01551_,3.78
_01555_,3.78
_01600_,3.78
_01745_,3.78
_01904_,3.78
_01993_,3.78
_02009_,3.78
_02258_,3.78
_02315_,3.78
_02438_,3.78
_02508_,3.78
_02598_,3.78
_02726_,3.78
_02878_,3.78
_02923_,3.78
_02953_,3.78
_03000_,3.78
_03002_,3.78
_03003_,3.78
_03155_,3.78
_03257_,3.78
_03460_,3.78
_03483_,3.78
_03490_,3.78
_03511_,3.78
_03583_,3.78
_03625_,3.78
_03885_,3.78
_04063_,3.78
_04318_,3.78
_04386_,3.78
_08935_,3.78
_09957_,3.78
_13820_,3.78
rvcpu.dp.plmw.PCPlus4W\[23\],3.78
net1874,3.78
net1891,3.78
net1935,3.78
net2064,3.78
net2084,3.78
net2175,3.78
net2204,3.78
net2254,3.78
net2341,3.78
net2374,3.78
net2379,3.78
net2406,3.78
net2522,3.78
net2529,3.78
net2567,3.78
net2606,3.78
net2687,3.78
net2696,3.78
net2713,3.78
net2729,3.78
net2737,3.78
net2747,3.78
net2748,3.78
net2784,3.78
net2791,3.78
net2818,3.78
net2874,3.78
net2887,3.78
net2912,3.78
net2934,3.78
net2939,3.78
net3051,3.78
net3061,3.78
net3136,3.78
net3147,3.78
net3201,3.78
net3280,3.78
net3323,3.78
net3324,3.78
net3367,3.78
net3449,3.78
net3578,3.78
net3652,3.78
net3700,3.78
net3702,3.78
net3720,3.78
net3728,3.78
net3748,3.78
net3749,3.78
net3766,3.78
net3872,3.78
net3941,3.78
net3949,3.78
net3950,3.78
net3987,3.78
net4188,3.78
net4191,3.78
net4203,3.78
net4288,3.78
net4344,3.78
net4350,3.78
net4410,3.78
net888,3.76
net324,3.76
_05602_,3.76
_07032_,3.76
_07097_,3.76
_10432_,3.76
_11292_,3.76
_12738_,3.76
datamem.data_ram\[40\]\[13\],3.76
datamem.data_ram\[59\]\[30\],3.76
net123,3.76
net1505,3.76
net1511,3.76
net1991,3.76
net2490,3.76
net2969,3.76
net2987,3.76
_03340_,3.755
_14086_,3.75
_05207_,3.74
_10322_,3.74
_10469_,3.74
_13633_,3.74
net2277,3.74
net2282,3.74
net2404,3.74
net2540,3.74
net2554,3.74
net2891,3.74
net3302,3.74
net3465,3.74
net3546,3.74
net3743,3.74
net3926,3.74
net4088,3.74
net4292,3.74
net1254,3.735
_01277_,3.705
_01376_,3.705
_01382_,3.705
_01422_,3.705
_01506_,3.705
_01570_,3.705
_01971_,3.705
_01992_,3.705
_02230_,3.705
_02502_,3.705
_02515_,3.705
_02703_,3.705
_02834_,3.705
_02884_,3.705
_02892_,3.705
_02973_,3.705
_03208_,3.705
_03235_,3.705
_03277_,3.705
_03288_,3.705
_03293_,3.705
_03415_,3.705
_03575_,3.705
_03727_,3.705
_03982_,3.705
_04051_,3.705
_04162_,3.705
_04299_,3.705
net1163,3.705
net1186,3.705
net1190,3.705
net1191,3.705
net1197,3.705
net1198,3.705
net1211,3.705
net1233,3.705
net1244,3.705
net1247,3.705
net1250,3.705
net1290,3.705
_02157_,3.695
_02641_,3.685
_03602_,3.685
_03886_,3.685
_04150_,3.685
net1133,3.68
net463,3.68
_05998_,3.68
_07490_,3.68
_07884_,3.68
_08156_,3.68
_08729_,3.68
_08766_,3.68
_09455_,3.68
_13495_,3.68
_13534_,3.68
_14000_,3.68
net1389,3.68
net1509,3.68
net1530,3.68
net1635,3.68
net1740,3.68
net2122,3.68
net2149,3.68
net2185,3.68
net2326,3.68
net2571,3.68
net2589,3.68
net3079,3.68
net3166,3.68
net3584,3.68
net3598,3.68
net3757,3.68
net3771,3.68
net4036,3.68
net4130,3.68
net4257,3.68
net4342,3.68
net4409,3.68
_07856_,3.66
_08339_,3.66
_08381_,3.66
_08606_,3.66
_14003_,3.655
_02433_,3.64
_05256_,3.64
_05753_,3.64
_06327_,3.64
_13922_,3.64
_01879_,3.635
_02075_,3.635
_02629_,3.635
_02731_,3.635
_03448_,3.635
_04132_,3.635
_01303_,3.625
_01344_,3.625
_01366_,3.625
_02554_,3.625
_02664_,3.625
_04035_,3.625
_02426_,3.62
_02125_,3.615
_02791_,3.615
_02891_,3.615
_08255_,3.6
_13842_,3.6
_01294_,3.585
_01531_,3.585
_02150_,3.585
_03684_,3.585
_04399_,3.585
_03092_,3.565
_03392_,3.565
_01604_,3.56
_05598_,3.56
_06177_,3.56
_07337_,3.56
_07654_,3.56
_07699_,3.56
_08127_,3.56
_08467_,3.56
_08719_,3.56
_08793_,3.56
_08802_,3.56
_08992_,3.56
_09120_,3.56
_09746_,3.56
_09893_,3.56
_11794_,3.56
_13710_,3.56
_13810_,3.56
_13883_,3.56
_13971_,3.56
rvcpu.dp.plde.PCPlus4E\[18\],3.56
rvcpu.dp.plde.PCPlus4E\[23\],3.56
rvcpu.dp.plde.PCPlus4E\[30\],3.56
rvcpu.dp.plde.PCPlus4E\[31\],3.56
rvcpu.dp.plem.PCPlus4M\[22\],3.56
rvcpu.dp.plem.PCPlus4M\[27\],3.56
rvcpu.dp.plem.PCPlus4M\[6\],3.56
rvcpu.dp.plem.lAuiPCM\[11\],3.56
rvcpu.dp.plem.lAuiPCM\[13\],3.56
rvcpu.dp.plem.lAuiPCM\[30\],3.56
rvcpu.dp.plem.lAuiPCM\[7\],3.56
rvcpu.dp.plfd.PCD\[20\],3.56
rvcpu.dp.plfd.PCD\[3\],3.56
net1301,3.56
net1372,3.56
net1381,3.56
net1817,3.56
_12002_,3.545
net816,3.54
net827,3.54
net833,3.54
net881,3.54
net892,3.54
net955,3.54
net985,3.54
net1043,3.54
net1055,3.54
net1076,3.54
net203,3.54
net278,3.54
net288,3.54
net320,3.54
net383,3.54
net485,3.54
net548,3.54
net655,3.54
net725,3.54
net740,3.54
net176,3.54
_04609_,3.54
_04704_,3.54
_04896_,3.54
_04898_,3.54
_05072_,3.54
_05146_,3.54
_05168_,3.54
_05204_,3.54
_05492_,3.54
_05976_,3.54
_06024_,3.54
_06135_,3.54
_06151_,3.54
_06222_,3.54
_06250_,3.54
_06277_,3.54
_06995_,3.54
_07158_,3.54
_07421_,3.54
_07802_,3.54
_07816_,3.54
_07946_,3.54
_08039_,3.54
_08317_,3.54
_08369_,3.54
_08382_,3.54
_08932_,3.54
_09277_,3.54
_09303_,3.54
_09505_,3.54
_09541_,3.54
_09569_,3.54
_09715_,3.54
_09855_,3.54
_10149_,3.54
_10275_,3.54
_10420_,3.54
_10426_,3.54
_10625_,3.54
_10810_,3.54
_10815_,3.54
_10854_,3.54
_10904_,3.54
_11028_,3.54
_11099_,3.54
_11359_,3.54
_11409_,3.54
_11425_,3.54
_11498_,3.54
_11581_,3.54
_11591_,3.54
_11750_,3.54
_11756_,3.54
_11763_,3.54
_11843_,3.54
_11860_,3.54
_11877_,3.54
_11883_,3.54
_11920_,3.54
_11954_,3.54
_12064_,3.54
_12120_,3.54
_12223_,3.54
_12287_,3.54
_12416_,3.54
_12652_,3.54
_12672_,3.54
_12750_,3.54
_12937_,3.54
_13047_,3.54
_13395_,3.54
_13467_,3.54
_13704_,3.54
_13822_,3.54
_13894_,3.54
_14077_,3.54
_14121_,3.54
_14223_,3.54
_14285_,3.54
_14368_,3.54
_14497_,3.54
datamem.data_ram\[39\]\[28\],3.54
datamem.data_ram\[8\]\[9\],3.54
rvcpu.ALUControl\[1\],3.54
rvcpu.dp.plde.PCPlus4E\[14\],3.54
rvcpu.dp.plde.PCPlus4E\[8\],3.54
rvcpu.dp.plde.RD2E\[1\],3.54
rvcpu.dp.plde.RD2E\[6\],3.54
rvcpu.dp.plem.PCPlus4M\[0\],3.54
rvcpu.dp.plem.PCPlus4M\[16\],3.54
rvcpu.dp.plem.PCPlus4M\[17\],3.54
rvcpu.dp.plem.lAuiPCM\[8\],3.54
rvcpu.dp.plfd.PCD\[21\],3.54
rvcpu.dp.plfd.PCD\[5\],3.54
net125,3.54
net1318,3.54
net1418,3.54
net1434,3.54
net1449,3.54
net1483,3.54
net1494,3.54
net1520,3.54
net1526,3.54
net1540,3.54
net1578,3.54
net1631,3.54
net1677,3.54
net1759,3.54
net1760,3.54
net1772,3.54
net1811,3.54
net1853,3.54
net1885,3.54
net1951,3.54
net2063,3.54
net2330,3.54
net2507,3.54
net2537,3.54
net2570,3.54
net2653,3.54
net2705,3.54
net2795,3.54
net2796,3.54
net2893,3.54
net3086,3.54
net3091,3.54
net3332,3.54
net3601,3.54
net3669,3.54
net3847,3.54
net3858,3.54
net3894,3.54
net3969,3.54
net4051,3.54
net4273,3.54
net4351,3.54
net4452,3.54
_03921_,3.52
_10317_,3.52
net2569,3.52
_01116_,3.515
_01921_,3.515
_02722_,3.515
_03033_,3.515
_03400_,3.515
_13806_,3.51
_01530_,3.505
_01694_,3.505
_01907_,3.505
_02352_,3.505
_02436_,3.505
_02708_,3.505
_02739_,3.505
_02847_,3.505
_03423_,3.505
_03866_,3.505
_03962_,3.505
_04026_,3.505
_04131_,3.505
_04173_,3.505
_04217_,3.505
_04228_,3.505
rvcpu.dp.lAuiPCE\[0\],3.505
net1171,3.505
_07104_,3.5
_01173_,3.485
_04065_,3.485
_11808_,3.48
_01056_,3.465
_01195_,3.465
_01270_,3.465
_01275_,3.465
_01330_,3.465
_01443_,3.465
_01534_,3.465
_01656_,3.465
_01783_,3.465
_01888_,3.465
_01972_,3.465
_02176_,3.465
_02239_,3.465
_02269_,3.465
_02371_,3.465
_02524_,3.465
_02736_,3.465
_02738_,3.465
_02838_,3.465
_02861_,3.465
_02954_,3.465
_02956_,3.465
_02957_,3.465
_02958_,3.465
_02984_,3.465
_02986_,3.465
_03059_,3.465
_03137_,3.465
_03331_,3.465
_03337_,3.465
_03362_,3.465
_03363_,3.465
_03472_,3.465
_03509_,3.465
_03524_,3.465
_03588_,3.465
_03666_,3.465
_03696_,3.465
_03823_,3.465
_03843_,3.465
_03874_,3.465
_03887_,3.465
_03889_,3.465
_03972_,3.465
_04029_,3.465
_04285_,3.465
_04303_,3.465
net1208,3.465
_05090_,3.46
_03102_,3.44
_03564_,3.44
_03986_,3.44
_04529_,3.44
_04537_,3.44
_04725_,3.44
_04773_,3.44
_04832_,3.44
_05056_,3.44
_05124_,3.44
_06016_,3.44
_06361_,3.44
_07067_,3.44
_07283_,3.44
_07301_,3.44
_08051_,3.44
_09367_,3.44
_09374_,3.44
_10585_,3.44
_10632_,3.44
_10651_,3.44
_10790_,3.44
_10862_,3.44
_11159_,3.44
_11624_,3.44
_12269_,3.44
_12339_,3.44
_12494_,3.44
_12543_,3.44
_12544_,3.44
_12556_,3.44
_12575_,3.44
_12671_,3.44
_12775_,3.44
_12815_,3.44
_12863_,3.44
_12888_,3.44
_12969_,3.44
_13091_,3.44
_13124_,3.44
_13208_,3.44
_13695_,3.44
_14017_,3.44
_14122_,3.44
_14244_,3.44
_14361_,3.44
_14372_,3.44
_14397_,3.44
rvcpu.dp.lAuiPCE\[8\],3.44
net1488,3.44
net2338,3.44
net2372,3.44
_00002_,3.42
net996,3.42
net352,3.42
net661,3.42
net664,3.42
_04565_,3.42
_04606_,3.42
_04785_,3.42
_04958_,3.42
_04980_,3.42
_05065_,3.42
_05074_,3.42
_05259_,3.42
_05414_,3.42
_05712_,3.42
_05773_,3.42
_06254_,3.42
_06341_,3.42
_06405_,3.42
_06415_,3.42
_06462_,3.42
_06466_,3.42
_06576_,3.42
_06904_,3.42
_06994_,3.42
_07044_,3.42
_07148_,3.42
_07222_,3.42
_07225_,3.42
_07596_,3.42
_07666_,3.42
_07720_,3.42
_07764_,3.42
_07881_,3.42
_07915_,3.42
_08001_,3.42
_08062_,3.42
_08075_,3.42
_08213_,3.42
_08269_,3.42
_08304_,3.42
_08422_,3.42
_08457_,3.42
_08480_,3.42
_08678_,3.42
_08891_,3.42
_09102_,3.42
_09825_,3.42
_09837_,3.42
_09873_,3.42
_09914_,3.42
_10150_,3.42
_10169_,3.42
_10331_,3.42
_10445_,3.42
_10568_,3.42
_10636_,3.42
_10689_,3.42
_11270_,3.42
_11412_,3.42
_11523_,3.42
_11628_,3.42
_11784_,3.42
_11881_,3.42
_11929_,3.42
_12536_,3.42
_12604_,3.42
_12658_,3.42
_12684_,3.42
_12817_,3.42
_12870_,3.42
_12949_,3.42
_13033_,3.42
_13143_,3.42
_13311_,3.42
_13647_,3.42
_13976_,3.42
_14084_,3.42
_14220_,3.42
_14229_,3.42
_14270_,3.42
_14295_,3.42
_14367_,3.42
_14531_,3.42
rvcpu.dp.pcreg.q\[15\],3.42
rvcpu.dp.plde.RD1E\[30\],3.42
net1310,3.42
net1787,3.42
net2103,3.42
net2141,3.42
net2146,3.42
net2297,3.42
net2420,3.42
net2451,3.42
net2458,3.42
net2538,3.42
net2586,3.42
net2989,3.42
net3442,3.42
net3581,3.42
net3770,3.42
net3882,3.42
net4090,3.42
net4197,3.42
net4213,3.42
net4312,3.42
net4425,3.42
_01221_,3.405
_01419_,3.405
_01470_,3.405
_01710_,3.405
_01827_,3.405
_01869_,3.405
_01908_,3.405
_02032_,3.405
_02060_,3.405
_02066_,3.405
_02542_,3.405
_03008_,3.405
_03090_,3.405
_03197_,3.405
_03403_,3.405
_03550_,3.405
_03829_,3.405
_03994_,3.405
_04055_,3.405
_04180_,3.405
_04345_,3.405
rvcpu.dp.lAuiPCE\[10\],3.405
rvcpu.dp.lAuiPCE\[22\],3.405
_12025_,3.4
net1990,3.4
_04372_,3.395
_01031_,3.345
_01185_,3.345
_01341_,3.345
_01378_,3.345
_01455_,3.345
_01498_,3.345
_01499_,3.345
_01677_,3.345
_01758_,3.345
_01859_,3.345
_01950_,3.345
_02070_,3.345
_02131_,3.345
_02320_,3.345
_02364_,3.345
_02381_,3.345
_02382_,3.345
_02413_,3.345
_02600_,3.345
_02642_,3.345
_02951_,3.345
_03076_,3.345
_03153_,3.345
_03177_,3.345
_03184_,3.345
_03217_,3.345
_03296_,3.345
_03349_,3.345
_03358_,3.345
_03910_,3.345
_03925_,3.345
_04050_,3.345
_04091_,3.345
_04096_,3.345
_04098_,3.345
_04111_,3.345
_04258_,3.345
_04261_,3.345
_03245_,3.34
_03733_,3.34
_03809_,3.34
_04191_,3.34
rvcpu.dp.lAuiPCE\[4\],3.34
_01449_,3.32
_01483_,3.32
_01653_,3.32
_01801_,3.32
_01819_,3.32
_01884_,3.32
_02001_,3.32
_02012_,3.32
_02459_,3.32
_02539_,3.32
_02755_,3.32
_02828_,3.32
_02875_,3.32
_02917_,3.32
_03071_,3.32
_03255_,3.32
_03300_,3.32
_03365_,3.32
_03399_,3.32
_03719_,3.32
_03999_,3.32
_04328_,3.32
_05250_,3.32
_07707_,3.32
_08088_,3.32
_10717_,3.32
datamem.rd_data_mem\[23\],3.32
rvcpu.dp.plmw.ALUResultW\[7\],3.32
net1895,3.32
net1914,3.32
net2019,3.32
net2042,3.32
net2066,3.32
net2125,3.32
net2165,3.32
net2188,3.32
net2225,3.32
net2267,3.32
net2291,3.32
net2349,3.32
net2357,3.32
net2387,3.32
net2447,3.32
net2749,3.32
net2821,3.32
net2842,3.32
net2899,3.32
net2920,3.32
net2972,3.32
net2993,3.32
net3004,3.32
net3245,3.32
net3419,3.32
net3464,3.32
net3576,3.32
net3696,3.32
net3726,3.32
net3806,3.32
net3893,3.32
net4022,3.32
net4159,3.32
net4249,3.32
net4402,3.32
net4439,3.32
net4440,3.32
net4445,3.32
_05801_,3.31
net207,3.3
net313,3.3
net390,3.3
net627,3.3
_05428_,3.3
_07782_,3.3
_07973_,3.3
_08061_,3.3
_11486_,3.3
_11599_,3.3
_12051_,3.3
_14248_,3.3
rvcpu.dp.plmw.ALUResultW\[21\],3.3
net1566,3.3
net1862,3.3
net2162,3.3
net2514,3.3
net3970,3.3
_03725_,3.275
_01048_,3.245
_01058_,3.245
_01090_,3.245
_01255_,3.245
_01309_,3.245
_01500_,3.245
_01624_,3.245
_01689_,3.245
_01708_,3.245
_01773_,3.245
_02011_,3.245
_02027_,3.245
_02038_,3.245
_02144_,3.245
_02151_,3.245
_02285_,3.245
_02308_,3.245
_02860_,3.245
_02899_,3.245
_02934_,3.245
_03051_,3.245
_03126_,3.245
_03213_,3.245
_03239_,3.245
_03241_,3.245
_03598_,3.245
_03639_,3.245
_03676_,3.245
_03752_,3.245
_03762_,3.245
_03891_,3.245
_04038_,3.245
_04227_,3.245
_04236_,3.245
_04379_,3.245
net1151,3.245
net1170,3.245
net1188,3.245
net1237,3.245
_04849_,3.23
_01494_,3.225
_01727_,3.225
_01903_,3.225
_02023_,3.225
_02895_,3.225
_03372_,3.225
_03487_,3.225
_03553_,3.225
_03907_,3.225
_03957_,3.225
_04123_,3.225
rvcpu.dp.lAuiPCE\[12\],3.225
net140,3.22
_04189_,3.22
_06216_,3.22
_06265_,3.22
_09864_,3.22
_10944_,3.22
_11189_,3.22
_11415_,3.22
_11423_,3.22
_11678_,3.22
_11755_,3.22
_13919_,3.22
net1333,3.22
net1474,3.22
net1710,3.22
net1806,3.22
net2005,3.22
net2018,3.22
net2036,3.22
net2090,3.22
net2134,3.22
net2167,3.22
net2350,3.22
net2392,3.22
net2434,3.22
net2470,3.22
net2478,3.22
net2725,3.22
net2928,3.22
net2971,3.22
net3126,3.22
net3141,3.22
net3192,3.22
net3203,3.22
net3249,3.22
net3341,3.22
net3431,3.22
net3478,3.22
net3503,3.22
net3531,3.22
net3602,3.22
net3618,3.22
net3850,3.22
net3928,3.22
net4014,3.22
net4068,3.22
